Time (min),Intensity (mAU)
5.959544,0.20837133084452938
5.966212,0.21209519478329686
5.972879,0.2167323533447142
5.979547,0.22244971850651007
5.986214,0.22939836979682837
5.992882,0.23766534131634398
5.999549,0.2472716748543311
6.006217,0.2582168756375509
6.012884,0.27056829467864074
6.019552,0.284399429853334
6.026219,0.2997064457411448
6.032887,0.3163793331042223
6.039555,0.3340449980362866
6.046222,0.35213700294179556
6.05289,0.37008315231094546
6.059557,0.3872835385027192
6.066225,0.4030845933974365
6.072892,0.4168991024741654
6.07956,0.42834804459858944
6.086227,0.43721932304960076
6.092895,0.4435468851469511
6.099563,0.4475763730251936
6.10623,0.44946296448660894
6.112897,0.44939898171313286
6.119565,0.44777909523519654
6.126233,0.44494642420383873
6.1329,0.44104020726461546
6.139568,0.4361180495675343
6.146235,0.43014702790338544
6.152903,0.4230390088382314
6.159571,0.41487507188477263
6.166238,0.40577919313304217
6.172905,0.39588860159991707
6.179573,0.38550069605615317
6.186241,0.3749519984247369
6.192908,0.3645304936230864
6.199576,0.3544343570664044
6.206244,0.34476225028776014
6.212911,0.335533332660358
6.219579,0.3267217184983522
6.226246,0.3182843323984776
6.232913,0.3101906108312252
6.239581,0.30253322808560007
6.246249,0.29544660902829617
6.252916,0.2890950097601407
6.259584,0.28370678491966494
6.266251,0.27938645292365577
6.272919,0.27612270825221974
6.279586,0.2737204372938181
6.286254,0.27177435804775524
6.292922,0.26988870879866345
6.299589,0.2677096652496028
6.306256,0.2649287282430514
6.312924,0.26140410336436726
6.319592,0.25736654139118254
6.32626,0.25324137348267584
6.332927,0.2493057037688674
6.339595,0.24576071351842907
6.346262,0.24274916348917353
6.35293,0.2403398800644045
6.359597,0.23841388312973835
6.366265,0.23663547831123688
6.372932,0.23472681402310677
6.3796,0.23252501972909062
6.386268,0.2300652288745565
6.392935,0.22749481807271288
6.399602,0.22484513731022948
6.40627,0.22222090425031343
6.412938,0.21993533584952502
6.419605,0.21821215959424786
6.426273,0.21687489711304797
6.43294,0.21566118804844014
6.439608,0.2145448612411181
6.446275,0.21351986557132369
6.452943,0.21258841363379058
6.45961,0.211810827100012
6.466278,0.2112483561523859
6.472945,0.21100847600667588
6.479614,0.21113817603256246
6.486281,0.21153468649243598
6.492949,0.2119138596587844
6.499616,0.21197318146675886
6.506284,0.2117332417580651
6.512951,0.21134436270994233
6.519619,0.2107492157619245
6.526286,0.20989705116477442
6.532954,0.20899072408977032
6.539621,0.208251595841088
6.546289,0.20766128277525814
6.552957,0.20713465172340342
6.559624,0.2066201611395331
6.566291,0.20609697926725662
6.572959,0.20573691068130578
